appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,languages,genre,ccu,tags
12120,Grand Theft Auto: San Andreas,Rockstar Games,Rockstar Games,,55638,5236,0,"5,000,000 .. 10,000,000",1608,49,229,51,1499,1499,0,English,Action,1826,"{'Open World': 1944, 'Action': 1514, 'Crime': 1100, 'Classic': 1064, 'Automobile Sim': 1037, 'Third Person': 1011, 'Multiplayer': 983, 'Singleplayer': 968, 'Shooter': 811, 'Driving': 799, 'Story Rich': 695, 'Adventure': 639, 'Sandbox': 628, 'Mature': 589, 'Great Soundtrack': 587, 'Third-Person Shooter': 579, 'Atmospheric': 486, 'Moddable': 482, 'Funny': 460, 'Comedy': 364}"
12200,Bully: Scholarship Edition,Rockstar New England,Rockstar Games,,13812,2654,0,"1,000,000 .. 2,000,000",600,1,321,1,1499,1499,0,"Italian, German, Spanish - Spain, English, French","Action, Adventure",189,"{'Open World': 469, 'Action': 381, 'Adventure': 352, 'Third Person': 289, 'Comedy': 270, 'Singleplayer': 251, 'Great Soundtrack': 217, 'Funny': 208, 'Classic': 194, 'Sandbox': 151, 'Dark Humor': 148, 'Satire': 144, 'Story Rich': 132, 'Atmospheric': 115, 'Exploration': 100, 'Simulation': 61, 'Multiplayer': 57, 'Mature': 56, 'Controller': 53, 'RPG': 17}"
12210,Grand Theft Auto IV: The Complete Edition,"Rockstar North, Rockstar Toronto",Rockstar Games,,62176,22253,0,"2,000,000 .. 5,000,000",1511,525,587,553,1999,1999,0,"English, French, Italian, German, Spanish - Spain","Action, Adventure",2075,"{'Open World': 2166, 'Action': 1767, 'Automobile Sim': 1255, 'Multiplayer': 1124, 'Third Person': 1036, 'Crime': 996, 'Adventure': 983, 'Singleplayer': 763, 'Third-Person Shooter': 758, 'Sandbox': 755, 'Moddable': 729, 'Shooter': 645, 'Physics': 562, 'Atmospheric': 442, 'Funny': 413, 'Classic': 407, 'Dark Humor': 381, 'Gore': 369, 'Co-op': 337, 'Satire': 296}"
12220,Grand Theft Auto: Episodes from Liberty City,Rockstar North / Toronto,Rockstar Games,,7807,2771,0,"2,000,000 .. 5,000,000",0,0,0,0,0,0,0,"English, French, German, Italian, Spanish - Spain",Action,0,"{'Open World': 342, 'Action': 326, 'Automobile Sim': 251, 'Third Person': 168, 'Multiplayer': 153, 'Crime': 125, 'Adventure': 122, 'Shooter': 115, 'Sandbox': 112, 'Singleplayer': 107, 'Driving': 100, 'Third-Person Shooter': 94, 'Mature': 86, 'Great Soundtrack': 79, 'Story Rich': 66, 'Nudity': 66, 'Racing': 64, 'Comedy': 57, 'Moddable': 57, 'Atmospheric': 56}"
12710,Overlord: Raising Hell,"Triumph Studios, Virtual Programming",Codemasters,,1404,104,0,"500,000 .. 1,000,000",413,0,453,0,999,999,0,"English, French, German, Italian, Spanish - Spain",RPG,41,"{'RPG': 95, 'Action': 77, 'Villain Protagonist': 62, 'Fantasy': 61, 'Third Person': 61, 'Singleplayer': 49, 'Adventure': 46, 'Comedy': 37, 'Funny': 34, 'Strategy': 29, 'Action RPG': 20, 'Dark Humor': 20, 'Puzzle': 16, 'Action-Adventure': 13}"
12810,Overlord II,"Triumph Studios, Virtual Programming",Codemasters,,3036,395,0,"1,000,000 .. 2,000,000",520,0,482,0,999,999,0,"English, French, German, Italian, Spanish - Spain",RPG,66,"{'RPG': 213, 'Villain Protagonist': 185, 'Fantasy': 174, 'Singleplayer': 130, 'Funny': 120, 'Comedy': 117, 'Third Person': 111, 'Action': 107, 'Magic': 99, 'Adventure': 81, 'Action RPG': 78, 'Strategy': 78, 'Dark Humor': 75, 'Dark Fantasy': 50, 'Open World': 49, 'Action-Adventure': 47, 'Puzzle': 38, 'Multiplayer': 37, 'Atmospheric': 34, 'RTS': 17}"
12900,AudioSurf,Dylan Fitterer,Codemasters,,9822,428,0,"1,000,000 .. 2,000,000",491,0,129,0,999,999,0,English,Indie,19,"{'Music': 887, 'Rhythm': 571, 'Indie': 510, 'Casual': 342, 'Music-Based Procedural Generation': 322, 'Arcade': 212, 'Colorful': 210, 'Singleplayer': 180, 'Relaxing': 179, 'Score Attack': 155, 'Addictive': 150, 'Local Co-Op': 134, 'Procedural Generation': 130, 'Replay Value': 92, 'Puzzle': 88, 'Great Soundtrack': 77, 'Fast-Paced': 74, 'Racing': 64, 'Co-op': 59, 'Local Multiplayer': 56}"
13140,America's Army 3,U.S. Army,U.S. Army,,1631,723,0,"500,000 .. 1,000,000",552,0,55,0,0,0,0,English,Action,2,"{'Action': 177, 'Free to Play': 136, 'FPS': 126, 'Multiplayer': 107, 'Military': 101, 'War': 86, 'Simulation': 85, 'Realistic': 78, 'Shooter': 76, 'First-Person': 66, 'Tactical': 58, 'Strategy': 55, 'Co-op': 52, 'Singleplayer': 52, 'America': 45, 'Open World': 35, 'Team-Based': 33, 'Adventure': 27, 'Zombies': 22, 'Sandbox': 13}"
13210,Unreal Tournament 3 Black,"Epic Games, Inc.","Epic Games, Inc.",,2920,329,0,"500,000 .. 1,000,000",500,0,270,0,1999,1999,0,"English, French, German, Spanish - Spain, Italian",Action,39,"{'FPS': 236, 'Action': 187, 'Multiplayer': 166, 'Arena Shooter': 151, 'Shooter': 114, 'Fast-Paced': 85, 'Sci-fi': 85, 'First-Person': 74, 'Competitive': 69, 'Gore': 67, 'Co-op': 63, 'Classic': 57, 'Great Soundtrack': 48, 'Singleplayer': 39, 'Team-Based': 32, 'Atmospheric': 22, 'Adventure': 18, 'Addictive': 17, 'Moddable': 17, 'Split Screen': 12}"
13520,Far Cry,Crytek Studios,Ubisoft,,4640,957,0,"500,000 .. 1,000,000",222,39,160,39,999,999,0,English,Action,83,"{'FPS': 322, 'Action': 251, 'Classic': 206, 'Shooter': 150, 'Open World': 137, 'Singleplayer': 130, 'First-Person': 128, 'Difficult': 115, 'Stealth': 110, 'Multiplayer': 99, 'Adventure': 91, 'Atmospheric': 70, 'Story Rich': 41, 'Sci-fi': 37, 'Horror': 34, 'Sandbox': 32, 'Co-op': 15, 'Great Soundtrack': 14, 'Survival': 9, 'Zombies': 8}"
15100,Assassin's Creed: Director's Cut Edition,Ubisoft Montreal,Ubisoft,,9233,1771,0,"1,000,000 .. 2,000,000",844,0,492,0,1999,1999,0,"English, French, Italian, German, Spanish - Spain","Action, Adventure",126,"{'Action': 515, 'Adventure': 407, 'Stealth': 400, 'Parkour': 390, 'Open World': 386, 'Third Person': 345, 'Historical': 304, 'Medieval': 275, 'Singleplayer': 272, 'Assassin': 268, 'Conspiracy': 136, 'Atmospheric': 127, 'Story Rich': 116, 'Action-Adventure': 111, 'Great Soundtrack': 87, 'Classic': 83, 'Sandbox': 70, 'Sci-fi': 69, 'Controller': 65, 'RPG': 43}"
15620,"Warhammer 40,000: Dawn of War II","Relic Entertainment, Feral Interactive (Mac/Linux)","SEGA, Feral Interactive (Mac/Linux)",,7923,952,0,"2,000,000 .. 5,000,000",1137,0,327,0,1999,1999,0,"English, French, German, Italian, Spanish - Spain",Strategy,273,"{'Warhammer 40K': 526, 'Strategy': 398, 'RTS': 305, 'Sci-fi': 197, 'Multiplayer': 159, 'Games Workshop': 145, 'Tactical': 143, 'Singleplayer': 119, 'Co-op': 96, 'Futuristic': 80, 'Gore': 77, 'Online Co-Op': 70, 'RPG': 64, 'Action': 56, 'Real-Time': 54, 'Co-op Campaign': 51, 'Fantasy': 41, 'Great Soundtrack': 39, 'Atmospheric': 34, 'Story Rich': 10}"
15700,Oddworld: Abe's Oddysee,Oddworld Inhabitants,Oddworld Inhabitants,,3248,530,0,"5,000,000 .. 10,000,000",193,0,195,0,299,299,0,"English, French, German, Italian, Japanese, Spanish - Spain",Adventure,50,"{'Adventure': 2062, 'Platformer': 164, 'Classic': 141, 'Puzzle': 105, '2D': 101, 'Singleplayer': 90, 'Cult Classic': 87, 'Retro': 63, 'Dark': 56, 'Funny': 47, 'Atmospheric': 40, 'Comedy': 38, 'Difficult': 37, ""1990's"": 36, 'Cinematic': 29, 'Puzzle-Platformer': 26, 'Action': 23, 'Fantasy': 18, 'Indie': 10, 'Old School': 8}"
16450,F.E.A.R. 2: Project Origin,Monolith,Warner Bros. Interactive Entertainment,,4599,703,0,"500,000 .. 1,000,000",238,0,150,0,1499,1499,0,"English, French, Italian, German, Spanish - Spain, Czech, Hungarian, Polish, Russian",Action,48,"{'Horror': 281, 'FPS': 215, 'Action': 198, 'Singleplayer': 112, 'Shooter': 100, 'Gore': 93, 'Psychological Horror': 85, 'Bullet Time': 82, 'Multiplayer': 81, 'First-Person': 81, 'Atmospheric': 43, 'Co-op': 33, 'Sci-fi': 29, 'Classic': 25, 'Story Rich': 17, 'Sequel': 12, 'Mechs': 11, 'Survival Horror': 8, 'Nudity': 8, 'Open World': 7}"
16810,Sid Meier's Civilization IV: Colonization,Firaxis Games,2K,,680,127,0,"1,000,000 .. 2,000,000",820,0,999,0,1999,1999,0,"English, French, German, Spanish - Spain, Italian",Strategy,248,"{'Strategy': 105, 'Turn-Based Strategy': 58, 'Turn-Based': 54, '4X': 53, 'Historical': 43, 'Singleplayer': 25, 'Multiplayer': 24, 'Moddable': 13, 'Economy': 7, 'Simulation': 6, 'Grand Strategy': 6}"
17080,Tribes: Ascend,Hi-Rez Studios,Hi-Rez Studios,,6703,1688,0,"1,000,000 .. 2,000,000",294,0,68,0,0,0,0,"English, German, Russian, Portuguese","Action, Free to Play",12,"{'Free to Play': 765, 'FPS': 422, 'Action': 343, 'Multiplayer': 341, 'Shooter': 300, 'Fast-Paced': 226, 'Sci-fi': 194, 'Futuristic': 185, 'First-Person': 161, 'Co-op': 128, 'Massively Multiplayer': 122, 'Open World': 111, 'Competitive': 87, 'Team-Based': 85, 'Online Co-Op': 72, 'Difficult': 64, 'Robots': 54, 'Adventure': 54, 'Singleplayer': 52, 'RPG': 49}"
17300,Crysis,Crytek,Electronic Arts,,9223,2171,0,"1,000,000 .. 2,000,000",541,0,436,0,1999,1999,0,"English, French, German, Spanish - Spain, Italian, Czech, Polish, Russian, Hungarian",Action,54,"{'FPS': 542, 'Action': 461, 'Sci-fi': 322, 'Singleplayer': 254, 'Shooter': 249, 'Stealth': 236, 'Open World': 222, 'Aliens': 204, 'First-Person': 201, 'Benchmark': 178, 'Multiplayer': 149, 'Futuristic': 127, 'Adventure': 98, 'Story Rich': 95, 'Atmospheric': 95, 'Classic': 84, 'Destruction': 74, 'Sandbox': 66, 'Great Soundtrack': 64, 'Moddable': 35}"
17330,Crysis Warhead,Crytek,Electronic Arts,,2434,447,0,"1,000,000 .. 2,000,000",150,0,132,0,1999,1999,0,"English, French, German, Spanish - Spain, Italian, Czech, Polish, Russian, Hungarian",Action,27,"{'Action': 189, 'FPS': 188, 'Sci-fi': 118, 'Shooter': 104, 'Singleplayer': 98, 'Multiplayer': 89, 'Aliens': 83, 'First-Person': 77, 'Military': 75, 'Benchmark': 60, 'Stealth': 58, 'Open World': 52, 'Adventure': 49, 'Futuristic': 33, 'Story Rich': 13, 'Atmospheric': 10}"
17390,SPORE,Maxis™,Electronic Arts,,31541,3043,0,"1,000,000 .. 2,000,000",1051,13,508,18,1999,1999,0,"English, Czech, Danish, German, Spanish - Spain, Finnish, French, Italian, Hungarian, Dutch, Norwegian, Polish, Russian, Swedish, Portuguese","Action, Adventure, Casual, RPG, Simulation, Strategy",1073,"{'God Game': 1317, 'Open World': 1298, 'Casual': 1293, 'Cute': 1292, 'Exploration': 1290, 'Colony Sim': 1284, 'Sandbox': 1272, 'Space': 1266, 'Simulation': 1266, 'Science': 1262, 'Funny': 1246, 'Colorful': 879, 'Cartoony': 876, 'Sci-fi': 870, 'Family Friendly': 869, 'Aliens': 865, 'Adventure': 855, 'Comedy': 848, 'Resource Management': 843, 'Cartoon': 838}"
